id,d1,hispanic,race,racethn,nativity,racethn2,q1a,q1b,q1c,q1d,q1e,q2,q3,q4a,q4b,q4c,q5,q6,q6a,q8,q10a,q10b,q10c,q10d,q11,end_q11,q12,q13,q14,end_q14,vacc1,q16,q17,end_q17,vaches,q18,q19,vacc2,q20a,q20b,q23,q22,q24,q25,end_q25,q26a,q26b,q26c,q26e,q26f,q26g,q26h,employ,recemploy,selfemploy,q27,q28a,q28b,q28c,q28d,q28e,q28f,end_q28,q29,q30,q31a,q31b,q31c,q32a,q34a,q34b,q34c,q34d,q34e,q34f,q34g,q34h,q35,end_q35,age,age2,recage,recage2,recage3,recage4,recage5,child,marital,rvote,voted,voted2,voted2ot,q33,q33ot,religionimp,bornagain,essential,heal1a,essential2,delayedcare,care,careot,coverage,agecov,covtype,agecovtype,rgender,gendervar,lgbt,flu,test1,test3,coviddeath,chroniccovid,party,partylean,party3,party5,ideology,educ,receduc,receduc2,receduc3,income,recincome,cell,hhcell,landline,int1,int3,curlangx,hhadults,int,length,cstate,cregion,intvwdate,timezoneid,sample,userdata,bident1,bssrs_match_code,sstate,sregion,sdivision,stz,bmsc,bprepaid_cell_flag,bactivity_flag_detailed,bactivity_flag_summary,bcdcusr,exchangstat,stateexpmedi,gvnrexpmedi,waiver,wt1,weight,standwt,weight_ssrs,bident4,gotvax,vaxtry,vaxtry2,vaxprefpos,vaxprefneg,anyvax,vaches_rec,vaches_rec2,essentialnonhc,healthworker,workertype,knowvacc,clsknowvacc,recage6,lang,Division,iphoneuse,hphoneuse,cdc2013,cdc2013USR,SAMPLE_TYPE,state1,USR,USR_NEW,state
00141432,Female,No,Black or African-American,"BLACK, NON-HISPANIC", ,"BLACK, NON-HISPANIC","Yes, has enough","Yes, has enough","No, does not have enough","No, does not have enough","No, does not have enough", , , , , ,Not too worried,Every time,Yes,Generally underestimated,"No, is not being distributed fairly","No, is not being distributed fairly","No, is not being distributed fairly","No, is not being distributed fairly",No,207,No, , ,13,"Yes, got both doses of a two-dose vaccine",30 minutes to under an hour, ,39, , ,Getting vaccinated is part of everyone's responsibility to protect the health of others, , , , , , , ,21, , , , , , , ,Employed part-time,EMPLOYED,"No, not self-employed","Yes, should be allowed to require vaccination", , , , , , ,65, , , , , , , , , , , , , , , ,0,71, ,65+,65+,65+,70-74,65+,No,Divorced,Yes,"Yes, voted",Joe Biden, ,Small town, ,Not too important,"No, not born-again or Evangelical",Yes,No,Some other setting,No,A private doctor's office, ,Covered by health insurance, ,Medicare, ,Woman,FEMALE,No,Yes,"Yes, someone else I know tested positive",Don't know, ,"Yes, I have a serious health condition",Democrat, ,DEMOCRAT/INDEPENDENT LEAN DEMOCRAT,DEMOCRAT,Moderate,"Post-graduate or professional degree, including master's, doctorate, medical, or law degree (e.g., MA, MS, PhD, MD, JD)",COLLEGE +,COLLEGE +,COLLEGE +,"$50,000 to less than $75,000",$40K-$89K, , ,"Yes, has a home telephone", , ,English,1,Yes,910,California,West,210318,71,Cell phone,OMNI prescreened,AA,10001582,Colorado,West,Mountain,8,Urban- Center City County (Metro), , , ,Urban (CDC 1),State,Yes,Yes - Democratic/Independent,No,.2819,1,.0188,.0351,N/A,Received at least one dose of vaccine,Got vaccine,Got vaccine or got appointment,Else,Else,Else,Got vaccine/ASAP,Got vaccine,Yes,No,Essential worker non-health,Personally vaccinated,Else,65+,English,Pacific,Dual,Dual HH,Large central metro,Urban (CDC=1),CELL OMNI PS,CALIFORNIA,Suburban,Suburban,1
00141446,Female,Yes,White,HISPANIC,U.S.,HISPANIC - BORN IN US,"Yes, has enough","No, does not have enough","No, does not have enough","Yes, has enough","No, does not have enough", , , , , ,Not too worried,Every time,Yes,Generally exaggerated,"No, is not being distributed fairly","Yes, is being distributed fairly","Yes, is being distributed fairly","No, is not being distributed fairly",No,159,No, , ,10,"No, have not gotten the vaccine", ,15 minutes to under 30 minutes,28,Definitely not get the vaccine,Concerned about side effects,Getting vaccinated is a personal choice,"Yes, another family member or close friend has been vaccinated",Have enough information,Have enough information,Eligible,No, , ,62,Not too concerned,Very concerned,Somewhat concerned,Not at all concerned,Not at all concerned,Not at all concerned,Very concerned,Employed full-time,EMPLOYED,"No, not self-employed","No, should not be allowed to require vaccination","No, not more likely","No, not more likely","No, not more likely","No, not more likely","No, not more likely","No, not more likely",185,Not sure, ,Definitely not get it,Definitely not get it,Definitely not get it, ,"No, not more likely","No, not more likely","No, not more likely","No, not more likely","No, not more likely","Yes, more likely","No, not more likely","No, not more likely","No, not more likely",116,25, ,18-64,18-29,25-34,18-39,18-29,Yes,Living with a partner,No, , , ,Rural, ,Somewhat important,"No, not born-again or Evangelical",Yes,"Yes, someone else in my household works in health care delivery",A factory or warehouse,No,A private doctor's office, ,Covered by health insurance,INSURED LESS THAN 65,Plan through your employer,Employer,Woman,FEMALE,No,No,"Yes, someone else I know tested positive",No, ,"Yes, I have a serious health condition",Democrat, ,DEMOCRAT/INDEPENDENT LEAN DEMOCRAT,DEMOCRAT,Liberal,High school graduate (Grade 12 with diploma or GED certificate),HIGH SCHOOL GRADUATE,HIGH SCHOOL OR LESS,LESS THAN COLLEGE,"$30,000 to less than $40,000",LESS THAN $40K, , ,"No, no home telephone", , ,English,4,Yes,1060,Texas,South,210316,65,Cell phone,OMNI prescreened,Hispanic,57002755,Texas,South,West South Central,6,Urban- Center City (Metro), , , ,Urban (CDC 1),Federal,No/Maybe,No/Maybe,No,2.331,53.603,1.0095,1.8797,N/A,Has not been vaccinated,Did not try to get appointment,Did not try to get appointment,Else,Else,Else,Definitely not,Definitely not,Yes,No,Essential worker non-health,Know someone vaccinated,Know close family or friend vaccinated,18-39,English,West South Central,CPO,CPO HH,Large central metro,Urban (CDC=1),CELL OMNI PS,TEXAS,Urban,Urban,1
00141458,Female,Yes,White,HISPANIC,U.S.,HISPANIC - BORN IN US,"Yes, has enough","Yes, has enough","Yes, has enough","No, does not have enough","No, does not have enough", , , , , ,Very worried,Every time,Yes,Generally exaggerated,"No, is not being distributed fairly","No, is not being distributed fairly","No, is not being distributed fairly","No, is not being distributed fairly",No,219,Yes - minor impact,Yes,Refused,71,"No, have not gotten the vaccine", ,Less than 15 minutes,30,"Only get the vaccine if you are required to do so for work, school, or other activities", ,Getting vaccinated is a personal choice,"Yes, someone else I know, not a family member or close friend, has been vaccinated",Have enough information,Have enough information,Not eligible,No, , ,92,Somewhat concerned,Somewhat concerned,Somewhat concerned,Not at all concerned,Somewhat concerned,Very concerned,Very concerned,Employed full-time,EMPLOYED,"No, not self-employed","No, should not be allowed to require vaccination","No, not more likely","No, not more likely","No, not more likely","No, not more likely","Yes, more likely","Yes, more likely",244,Not sure,Strong preference,Probably get it,Probably get it,Probably get it,Due to testing/studies/clinical trials,"Yes, more likely","No, not more likely","No, not more likely","Yes, more likely","Yes, more likely","Yes, more likely","No, not more likely","Yes, more likely","Yes, more likely",155,34, ,18-64,30-49,25-34,18-39,30-44,No,Never been married,Yes,"Yes, voted",Donald Trump, ,Urban, ,Somewhat important,"No, not born-again or Evangelical",Yes,"Yes, I work in a health care delivery setting", ,No,A private doctor's office, ,Covered by health insurance,INSURED LESS THAN 65,Plan through your employer,Employer,Woman,FEMALE,No,No,No,No, ,"Yes, someone else in my household has a serious health condition",Refused,Republican,REPUBLICAN/INDEPENDENT LEAN REPUBLICAN,INDEPENDENT LEAN REP,Moderate,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",COLLEGE +,COLLEGE +,COLLEGE +,"$75,000 to less than $90,000",$40K-$89K,"Yes, have cell phone", , , , ,English,2,Yes,1555,New Jersey,Northeast,210315,62,landline,OMNI prescreened,Hispanic,57001703,New Jersey,Northeast,Mid Atlantic,5,Urban- Center City (Metro), , , ,Suburban (CDC 2-3),State,Yes,Yes - Democratic/Independent,No,1.0173,12.34,.2324,.4327,N/A,Has not been vaccinated,Did not try to get appointment,Did not try to get appointment,Else,Else,Would get ANY vaccine,Only if required,Only if required,No,Yes,Health care worker,Know someone vaccinated,No one close vaccinated,18-39,English,Mid Atlantic,Dual,Dual HH,Large central metro,Urban (CDC=1),LL OMNI PS,NEW JERSEY,Suburban,Suburban,1
00141466,Male,No,Black or African-American,"BLACK, NON-HISPANIC", ,"BLACK, NON-HISPANIC","Yes, has enough","Yes, has enough","Yes, has enough","Yes, has enough","Yes, has enough", , , , , ,Somewhat worried,Every time,Yes,Generally correct,"Yes, is being distributed fairly","Yes, is being distributed fairly","No, is not being distributed fairly","Yes, is being distributed fairly",Yes,313,No, , ,16,"Yes, got first of two doses",30 minutes to under an hour, ,50, , ,Getting vaccinated is part of everyone's responsibility to protect the health of others, , , , , , , ,55, , , , , , , ,Retired,RETIRED, ,"Yes, should be allowed to require vaccination", , , , , , ,49, , , , , , , , , , , , , , , ,0,85, ,65+,65+,65+,75+,65+,No,Widowed,Yes,"Yes, voted",Joe Biden, ,Suburban, ,"Very important, but not the most important","No, not born-again or Evangelical", ,No, ,No,A private doctor's office, ,Covered by health insurance, ,MEDICAID, ,Man,MALE,No,Yes,No,No, ,"Yes, I have a serious health condition",Democrat, ,DEMOCRAT/INDEPENDENT LEAN DEMOCRAT,DEMOCRAT,Moderate,High school graduate (Grade 12 with diploma or GED certificate),HIGH SCHOOL GRADUATE,HIGH SCHOOL OR LESS,LESS THAN COLLEGE,"Less than $20,000",LESS THAN $40K, , ,"Yes, has a home telephone", , ,English,3,Yes,1173,Alabama,South,210319,65,Cell phone,OMNI prescreened,AA,10001181,Alabama,South,East South Central,6,Urban- Center City (Metro), , , ,Urban (CDC 1),Federal,No/Maybe,No/Maybe,Yes,.6821,7.6513,.1441,.2683,N/A,Received at least one dose of vaccine,Got vaccine,Got vaccine or got appointment,Else,Else,Else,Got vaccine/ASAP,Got vaccine,No,No,Not employed,Personally vaccinated,Personally vaccinated,65+,English,East South Central,Dual,Dual HH,Large central metro,Urban (CDC=1),CELL OMNI PS,ALABAMA,Urban,Suburban,1
00141473,Male,No,Black or African-American,"BLACK, NON-HISPANIC", ,"BLACK, NON-HISPANIC","Yes, has enough","Yes, has enough","Yes, has enough",Don't know,"Yes, has enough", , , , , ,Somewhat worried,Every time,Yes,Generally correct,"No, is not being distributed fairly","No, is not being distributed fairly","No, is not being distributed fairly","No, is not being distributed fairly",Yes,167,No, , ,10,"No, have not gotten the vaccine", ,30 minutes to under an hour,28,Get the vaccine as soon as you can, ,Getting vaccinated is part of everyone's responsibility to protect the health of others,"Yes, someone in my household has been vaccinated",Have enough information,Do not have enough information,Eligible,No, , ,82, , , , , , , ,Employed full-time,EMPLOYED,"Yes, self-employed","Yes, should be allowed to require vaccination", , , , , , ,36,Minor differences,Slight preference,Definitely get it,Definitely get it,Definitely get it,Other, , , , , , , , , ,0,45, ,18-64,30-49,45-54,40-59,45-64,No,Never been married,No, , , ,Suburban, ,"Very important, but not the most important","Yes, born-again or Evangelical",Yes,No,Delivery or transportation,No,Or do you have no usual source of care, ,Covered by health insurance,INSURED LESS THAN 65,Plan you purchased yourself,Self-purchased plan,Man,MALE,No,Yes,"Yes, someone else I know tested positive",Yes,No,"Yes, someone else in my household has a serious health condition",Republican, ,REPUBLICAN/INDEPENDENT LEAN REPUBLICAN,REPUBLICAN,Moderate,"Some college, no degree (includes some community college)",SOME COLLEGE,SOME COLLEGE,LESS THAN COLLEGE,"$75,000 to less than $90,000",$40K-$89K, , ,"Yes, has a home telephone", , ,English,3,Yes,910,North Carolina,South,210317,62,Cell phone,OMNI prescreened,AA,10000180,North Carolina,South,South Atlantic,5,Urban- Center City (Metro), , , ,Suburban (CDC 2-3),Federal,No/Maybe,No/Maybe,No,2.331,48.039,.9047,1.6846,N/A,Has not been vaccinated,Did not try to get appointment,Did not try to get appointment,Else,Else,Would get ANY vaccine,Got vaccine/ASAP,ASAP,Yes,No,Essential worker non-health,Know someone vaccinated,Know close family or friend vaccinated,40-64,English,South Atlantic,Dual,Dual HH,Medium metro,"Suburban (CDC=2,3)",CELL OMNI PS,NORTH CAROLINA,Urban,Urban,1
00141497,Male,No,Black or African-American,"BLACK, NON-HISPANIC", ,"BLACK, NON-HISPANIC","No, does not have enough","Yes, has enough","No, does not have enough","No, does not have enough","No, does not have enough", , , , , ,Very worried,Every time,Yes,Generally underestimated,"No, is not being distributed fairly","No, is not being distributed fairly","No, is not being distributed fairly","No, is not being distributed fairly",No,202,Yes - major impact,Yes,You were too busy or couldn't get the time off work,50,"No, have not gotten the vaccine", ,30 minutes to under an hour,32,Wait until it has been available for a while to see how it is working for other people, ,Getting vaccinated is part of everyone's responsibility to protect the health of others,"Yes, another family member or close friend has been vaccinated",Do not have enough information,Do not have enough information,Not sure,No, , ,85,Not at all concerned,Not too concerned,Not at all concerned,Very concerned,Very concerned,Somewhat concerned,Not too concerned,Employed full-time,EMPLOYED,"No, not self-employed","Yes, should be allowed to require vaccination","Yes, more likely","Yes, more likely", ,"Yes, more likely","Yes, more likely","Yes, more likely",240,Not sure,Strong preference,Definitely not get it,Definitely not get it,Definitely get it,Prefer one-does/one-shot vaccine (general),"Yes, more likely",Don't know,"Yes, more likely","Yes, more likely","Yes, more likely","Yes, more likely","Yes, more likely","Yes, more likely","No, not more likely",142,35, ,18-64,30-49,35-44,18-39,30-44,Yes,Divorced,Yes,"Yes, voted",Joe Biden, ,Urban, ,Somewhat important,"No, not born-again or Evangelical",Yes,No,Delivery or transportation,"Yes, me",Or do you have no usual source of care, ,Covered by health insurance,INSURED LESS THAN 65,Plan through your employer,Employer,Man,MALE,No,No,"Yes, someone else I know tested positive",Yes,Yes,"Yes, someone else in my household has a serious health condition",Independent,Democratic,DEMOCRAT/INDEPENDENT LEAN DEMOCRAT,INDEPENDENT/LEAN DEM,Liberal,"Some college, no degree (includes some community college)",SOME COLLEGE,SOME COLLEGE,LESS THAN COLLEGE,"$40,000 to less than $50,000",$40K-$89K, , ,"Yes, has a home telephone", , ,English,2,Yes,1527,California,West,210316,68,Cell phone,OMNI prescreened,AA,10001032,California,West,Pacific,8,Urban- Center City (Metro), , , ,Urban (CDC 1),State,Yes,Yes - Democratic/Independent,No,1.2886,17.401,.3277,.6102,N/A,Has not been vaccinated,Did not try to get appointment,Did not try to get appointment,Prefer Johnson and Johnson vaccine,Else,Else,Wait and see,Wait and see,Yes,No,Essential worker non-health,Know someone vaccinated,Know close family or friend vaccinated,18-39,English,Pacific,Dual,Dual HH,Large central metro,Urban (CDC=1),CELL OMNI PS,CALIFORNIA,Urban,Suburban,1
00141502,Male,Yes,White,HISPANIC,U.S.,HISPANIC - BORN IN US,"Yes, has enough","No, does not have enough","No, does not have enough","No, does not have enough","Yes, has enough",More to help people living in and around large cities,No,Less than 15 minutes,Less than 15 minutes,Less than 15 minutes,Very worried,Every time,Yes,Generally exaggerated,"Yes, is being distributed fairly","Yes, is being distributed fairly","Yes, is being distributed fairly","No, is not being distributed fairly",Yes,289,No, , ,14,"No, have not gotten the vaccine", ,Less than 15 minutes,35,Wait until it has been available for a while to see how it is working for other people, ,Getting vaccinated is a personal choice,"Yes, another family member or close friend has been vaccinated",Have enough information,Have enough information,Eligible,No, , ,93,Not too concerned,Very concerned,Very concerned,Not too concerned,Not too concerned,Not too concerned,Very concerned,Employed full-time,EMPLOYED,"No, not self-employed","No, should not be allowed to require vaccination","No, not more likely","No, not more likely","No, not more likely","No, not more likely","No, not more likely","No, not more likely",324,Major differences,Strong preference,Definitely not get it,Definitely not get it,Definitely not get it,Would not get any of the vaccines,"No, not more likely","No, not more likely","No, not more likely","No, not more likely","No, not more likely","No, not more likely","No, not more likely","No, not more likely","No, not more likely",171,59, ,18-64,50-64,55-64,40-59,45-64,No,Married,Yes,"Yes, voted",Donald Trump, ,Small town, ,"Very important, but not the most important","No, not born-again or Evangelical",Yes,No,Some other setting,No,A private doctor's office, ,Covered by health insurance,INSURED LESS THAN 65,Plan through your employer,Employer,Man,MALE,No,No,"Yes, someone else I know tested positive",No, ,No one in household has a serious health condition,Republican, ,REPUBLICAN/INDEPENDENT LEAN REPUBLICAN,REPUBLICAN,Conservative,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",COLLEGE +,COLLEGE +,COLLEGE +,"$100,000 or more",$90K+, , ,"No, no home telephone",Yes, ,English,3,Yes,1844,Texas,South,210315,65,Cell phone,OMNI prescreened,Hispanic,57003672,Texas,South,West South Central,6,Rural- Non-Metro, , , ,Rural (CDC 4-6),Federal,No/Maybe,No/Maybe,No,1.4605,10.177,.1917,.3569,N/A,Has not been vaccinated,Did not try to get appointment,Did not try to get appointment,Else,Else,Else,Wait and see,Wait and see,Yes,No,Essential worker non-health,Know someone vaccinated,Know close family or friend vaccinated,40-64,English,West South Central,CPO,CPO HH,Micropolitan,Rural (CDC=4-6),CELL OMNI PS,TEXAS,Suburban,Rural,1
00141523,Female,No,Black or African-American,"BLACK, NON-HISPANIC", ,"BLACK, NON-HISPANIC","Yes, has enough","Yes, has enough","No, does not have enough","No, does not have enough","No, does not have enough", , , , , ,Very worried,Every time,Yes,Generally correct,"No, is not being distributed fairly","No, is not being distributed fairly","No, is not being distributed fairly","No, is not being distributed fairly",No,199,No, , ,10,"No, have not gotten the vaccine", ,Are you not sure how far away the nearest vaccination site is?,26,Wait until it has been available for a while to see how it is working for other people, ,Getting vaccinated is part of everyone's responsibility to protect the health of others,"Yes, someone else I know, not a family member or close friend, has been vaccinated",Have enough information,Do not have enough information,Eligible,No, , ,87,Not at all concerned,Somewhat concerned,Not at all concerned,Not at all concerned,Very concerned,Not at all concerned,Not at all concerned,Retired,RETIRED, ,"Yes, should be allowed to require vaccination", , , ,"Yes, more likely","No, not more likely","No, not more likely",154,Minor differences,No preference,Probably get it,Probably get it,Probably get it, ,"Yes, more likely","No, not more likely","Yes, more likely","Yes, more likely","Yes, more likely","Yes, more likely","Yes, more likely","Yes, more likely","No, not more likely",159,64, ,18-64,50-64,55-64,60-69,45-64,No,Never been married,Yes,"Yes, voted",Joe Biden, ,Suburban, ,The most important thing in your life,"Yes, born-again or Evangelical", ,No, ,No,A private doctor's office, ,Covered by health insurance,INSURED LESS THAN 65,Plan through your employer,Employer,Woman,FEMALE,No,Yes,"Yes, someone else in my household tested positive",Yes,No,"Yes, I have a serious health condition",Democrat, ,DEMOCRAT/INDEPENDENT LEAN DEMOCRAT,DEMOCRAT,Conservative,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",COLLEGE +,COLLEGE +,COLLEGE +,"$75,000 to less than $90,000",$40K-$89K,"Yes, have cell phone", , , , ,English,3,Yes,1104,Georgia,South,210315,62,landline,OMNI prescreened,AA,11001477,Georgia,South,South Atlantic,5,Suburban (Metro), , , ,Suburban (CDC 2-3),Federal,No/Maybe,No/Maybe,No,.3194,1.7858,.0336,.0626,N/A,Has not been vaccinated,Did not try to get appointment,Did not try to get appointment,Else,Else,Would get ANY vaccine,Wait and see,Wait and see,No,No,Not employed,Know someone vaccinated,No one close vaccinated,40-64,English,South Atlantic,Dual,Dual HH,Large fringe metro,"Suburban (CDC=2,3)",LL OMNI PS,GEORGIA,Suburban,Suburban,1
00141528,Male,No,Black or African-American,"BLACK, NON-HISPANIC", ,"BLACK, NON-HISPANIC","Yes, has enough","Yes, has enough",Refused,"Yes, has enough","No, does not have enough", , , , , ,Somewhat worried,Every time,Yes,Generally underestimated,"Yes, is being distributed fairly","No, is not being distributed fairly","No, is not being distributed fairly","No, is not being distributed fairly",Yes,271,Yes - minor impact,No, ,41,"Yes, got first of two doses",15 minutes to under 30 minutes, ,39, , ,Getting vaccinated is part of everyone's responsibility to protect the health of others, , , , , , , ,21, , , , , , , ,Retired,RETIRED, ,"Yes, should be allowed to require vaccination", , , , , , ,50, , , , , , , , , , , , , , , ,0,69, ,65+,65+,65+,60-69,65+,No,Married,Yes,"Yes, voted",Joe Biden, ,Suburban, ,The most important thing in your life,"No, not born-again or Evangelical", ,No, ,No,A neighborhood clinic or health center, ,Covered by health insurance, ,Medicare, ,Man,MALE,No,Yes,"Yes, someone else I know tested positive",Yes,Yes,"Yes, I have a serious health condition",Democrat, ,DEMOCRAT/INDEPENDENT LEAN DEMOCRAT,DEMOCRAT,Moderate,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",COLLEGE +,COLLEGE +,COLLEGE +,"$100,000 or more",$90K+,"Yes, have cell phone", , , , ,English,2,Yes,921,Virginia,South,210319,62,landline,OMNI prescreened,AA,11000875,Virginia,South,South Atlantic,5,Suburban (Metro), , , ,Suburban (CDC 2-3),Partnership,Yes,Yes - Democratic/Independent,No,.2867,1,.0188,.0351,N/A,Received at least one dose of vaccine,Got vaccine,Got vaccine or got appointment,Else,Else,Else,Got vaccine/ASAP,Got vaccine,No,No,Not employed,Personally vaccinated,Personally vaccinated,65+,English,South Atlantic,Dual,Dual HH,Large fringe metro,"Suburban (CDC=2,3)",LL OMNI PS,VIRGINIA,Suburban,Suburban,1
00141547,Female,No,Black or African-American,"BLACK, NON-HISPANIC", ,"BLACK, NON-HISPANIC","No, does not have enough","No, does not have enough","No, does not have enough","No, does not have enough","No, does not have enough", , , , , ,Somewhat worried,Every time,Yes,Generally correct,"No, is not being distributed fairly","No, is not being distributed fairly","No, is not being distributed fairly","No, is not being distributed fairly",No,169,Yes - major impact,Yes,You were too busy or couldn't get the time off work,59,"No, have not gotten the vaccine", ,15 minutes to under 30 minutes,28,Get the vaccine as soon as you can, ,Getting vaccinated is part of everyone's responsibility to protect the health of others,"Yes, another family member or close friend has been vaccinated",Do not have enough information,Do not have enough information,Not eligible,Yes,No,You did not meet the eligibility requirements,123, , , , , , , ,Employed full-time,EMPLOYED,"No, not self-employed","No, should not be allowed to require vaccination", , , , , , ,28,Minor differences,No preference,Definitely get it,Probably get it,Definitely get it, , , , , , , , , , ,0,53, ,18-64,50-64,45-54,40-59,45-64,Yes,Widowed,Yes,"Yes, voted",Joe Biden, ,Urban, ,"Very important, but not the most important","Yes, born-again or Evangelical",No,No, ,No,A private doctor's office, ,Covered by health insurance,INSURED LESS THAN 65,MEDICAID,Medicaid/State-specific Medicaid name,Woman,FEMALE,No,Yes,"Yes, someone else I know tested positive",No, ,"Yes, someone else in my household has a serious health condition",Democrat, ,DEMOCRAT/INDEPENDENT LEAN DEMOCRAT,DEMOCRAT,Conservative,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",COLLEGE +,COLLEGE +,COLLEGE +,"$20,000 to less than $30,000",LESS THAN $40K,"Yes, have cell phone", , , , ,English,1,Yes,1187,Louisiana,South,210317,65,landline,OMNI prescreened,AA,10000972,Louisiana,South,West South Central,6,Urban- Center City (Metro), , , ,Urban (CDC 1),Federal,Yes,Yes - Democratic/Independent,No,.2819,5.1802,.0976,.1817,N/A,Has not been vaccinated,Tried but could not get appointment,Tried but could not get appointment,Else,Else,Would get ANY vaccine,Got vaccine/ASAP,ASAP,No,No,Other employed,Know someone vaccinated,Know close family or friend vaccinated,40-64,English,West South Central,Dual,Dual HH,Large central metro,Urban (CDC=1),LL OMNI PS,LOUISIANA,Urban,Urban,1
00141548,Female,No,Black or African-American,"BLACK, NON-HISPANIC", ,"BLACK, NON-HISPANIC","Yes, has enough","Yes, has enough","No, does not have enough","No, does not have enough","Yes, has enough", , , , , ,Very worried,Every time,Yes,Generally correct,"No, is not being distributed fairly","Yes, is being distributed fairly","No, is not being distributed fairly","No, is not being distributed fairly",No,197,No, , ,13,"No, have not gotten the vaccine", ,Are you not sure how far away the nearest vaccination site is?,31,Get the vaccine as soon as you can, ,Getting vaccinated is part of everyone's responsibility to protect the health of others,"Yes, another family member or close friend has been vaccinated",Have enough information,Have enough information,Eligible,No, , ,95, , , , , , , ,Employed full-time,EMPLOYED,"No, not self-employed","Yes, should be allowed to require vaccination", , , , , , ,38,Minor differences,No preference,Definitely get it,Definitely get it,Definitely get it, , , , , , , , , , ,0,51, ,18-64,50-64,45-54,40-59,45-64,No,Married,No, , , ,Suburban, ,The most important thing in your life,"No, not born-again or Evangelical",No,No, ,No,A private doctor's office, ,Covered by health insurance,INSURED LESS THAN 65,Plan through your spouse's employer,Spouse's employer,Woman,FEMALE,No,Yes,"Yes, someone else I know tested positive",Yes,Yes,"Yes, both myself and someone else in my household have a serious health condition",Independent,Democratic,DEMOCRAT/INDEPENDENT LEAN DEMOCRAT,INDEPENDENT/LEAN DEM,Moderate,"Post-graduate or professional degree, including master's, doctorate, medical, or law degree (e.g., MA, MS, PhD, MD, JD)",COLLEGE +,COLLEGE +,COLLEGE +,"$100,000 or more",$90K+,"Yes, have cell phone", , , , ,English,2,Yes,962,Ohio,North Central,210315,62,landline,OMNI prescreened,AA,10000259,Ohio,North Central,East North Central,5,Urban- Center City (Metro), , , ,Urban (CDC 1),Federal,Yes,Yes - Republican Governor,Yes,.2819,7.374,.1389,.2586,N/A,Has not been vaccinated,Did not try to get appointment,Did not try to get appointment,Else,Else,Would get ANY vaccine,Got vaccine/ASAP,ASAP,No,No,Other employed,Know someone vaccinated,Know close family or friend vaccinated,40-64,English,East North Central,Dual,Dual HH,Large central metro,Urban (CDC=1),LL OMNI PS,OHIO,Urban,Suburban,1
00141552,Male,Yes,White,HISPANIC,U.S.,HISPANIC - BORN IN US,"Yes, has enough","Yes, has enough","No, does not have enough","Yes, has enough","Yes, has enough", , , , , ,Not too worried,Never,Yes,Generally exaggerated,"Yes, is being distributed fairly","Yes, is being distributed fairly","Yes, is being distributed fairly","Yes, is being distributed fairly",Yes,144,No, , ,8,"No, have not gotten the vaccine", ,15 minutes to under 30 minutes,26,Definitely not get the vaccine,Don't line/don't get vaccines in general/don't like needles,Getting vaccinated is a personal choice,"Yes, another family member or close friend has been vaccinated",Have enough information,Have enough information,Eligible,No, , ,62,Not at all concerned,Not at all concerned,Not at all concerned,Not at all concerned,Not at all concerned,Not at all concerned,Not at all concerned,Unemployed and currently seeking employment,UNEMPLOYED, ,"No, should not be allowed to require vaccination", , , ,"No, not more likely","No, not more likely","No, not more likely",173,Minor differences, ,Definitely not get it,Definitely not get it,Definitely not get it, ,"No, not more likely","No, not more likely","No, not more likely","No, not more likely","No, not more likely","No, not more likely","No, not more likely","No, not more likely","No, not more likely",111,30, ,18-64,30-49,25-34,18-39,30-44,Yes,Married,Yes,"Yes, voted",Donald Trump, ,Suburban, ,"Very important, but not the most important","Yes, born-again or Evangelical", ,No, ,No,A private doctor's office, ,Covered by health insurance,INSURED LESS THAN 65,MEDICAID,Medicaid/State-specific Medicaid name,Man,MALE,No,No,"Yes, someone else I know tested positive",No, ,No one in household has a serious health condition,Independent,Republican,REPUBLICAN/INDEPENDENT LEAN REPUBLICAN,INDEPENDENT LEAN REP,Moderate,High school graduate (Grade 12 with diploma or GED certificate),HIGH SCHOOL GRADUATE,HIGH SCHOOL OR LESS,LESS THAN COLLEGE,"$20,000 to less than $30,000",LESS THAN $40K,"Yes, have cell phone", , , , ,English,2,Yes,1164,California,West,210318,71,landline,OMNI prescreened,Hispanic,57003688,California,West,Pacific,8,Urban- Center City (Metro), , , ,Suburban (CDC 2-3),State,Yes,Yes - Democratic/Independent,No,1.7466,29.464,.5549,1.0332,N/A,Has not been vaccinated,Did not try to get appointment,Did not try to get appointment,Else,Else,Else,Definitely not,Definitely not,No,No,Not employed,Know someone vaccinated,Know close family or friend vaccinated,18-39,English,Pacific,Dual,Dual HH,Medium metro,"Suburban (CDC=2,3)",LL OMNI PS,CALIFORNIA,Urban,Suburban,1
